Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
PN86062,California,M,High School or Below,296272.25%,16495.0,85.0,1/3/00,Corporate Auto,Four-Door Car,408.0,YU86594,Oregon,M,High School or Below,533303.81%,55674.0,66.0,1/0/00,81.710575,Personal Auto,Four-Door Car,NX63627,Oregon,10127.77087,Doctor,M,23053,132,0,Personal Auto,780.941649,Sports Car
VW27730,California,F,Master,866595.64%,41163.0,108.0,1/0/00,Corporate Auto,SUV,231.922173,QN37451,California,M,College,1276723.06%,0.0,189.0,1/0/00,2201.327879,Corporate Auto,Luxury Car,ND62955,Nevada,4633.452912,Bachelor,M,50250,117,0,Personal Auto,561.6,SUV
SH55671,Arizona,F,College,1141344.12%,0.0,161.0,1/1/00,Personal Auto,Sports Car,772.8,GD83998,Washington,M,Bachelor,265933.80%,24495.0,70.0,1/0/00,336.0,Personal Auto,Four-Door Car,YQ11786,Oregon,7796.000083,High School or Below,M,32169,199,0,Personal Auto,785.82348,Luxury SUV
MO56878,California,M,Bachelor,1548843.20%,33799.0,109.0,1/3/00,Corporate Auto,SUV,664.980242,IL83479,Oregon,F,College,348363.04%,42983.0,86.0,1/0/00,412.8,Personal Auto,Four-Door Car,TM13955,Washington,2993.024583,Master,M,0,80,0,Corporate Auto,286.115778,Four-Door Car
VO38365,Washington,F,College,886114.95%,90125.0,110.0,1/0/00,Corporate Auto,SUV,128.645946,EF87528,Arizona,M,College,463654.65%,26802.0,66.0,1/1/00,316.8,Special Auto,Two-Door Car,IA91291,Arizona,7985.472561,College,F,99069,66,0,Corporate Auto,77.442722,Four-Door Car
SV35618,Oregon,F,Bachelor,593474.15%,87747.0,147.0,1/1/00,Personal Auto,SUV,46.492039,IV74747,California,M,Doctor,1753003.66%,0.0,97.0,1/0/00,469.229028,Corporate Auto,Four-Door Car,RO89785,Oregon,3508.569533,College,M,20978,98,1,Personal Auto,1176.2788,Four-Door Car
RX12347,Nevada,M,College,354323.21%,35695.0,90.0,1/0/00,Personal Auto,Four-Door Car,432.0,JZ81608,Oregon,M,High School or Below,697871.98%,53808.0,88.0,1/0/00,189.835063,Personal Auto,Four-Door Car,QW40898,Arizona,2722.210707,College,F,17576,71,0,Personal Auto,398.502948,Four-Door Car
FR55658,California,M,Master,349002.83%,90985.0,87.0,1/0/00,Personal Auto,Four-Door Car,78.085149,EO40136,Arizona,F,College,291224.84%,93403.0,73.0,1/0/00,295.224598,Personal Auto,Four-Door Car,ZD40816,Nevada,2783.583044,Bachelor,M,42297,71,0,Personal Auto,200.38673,Four-Door Car
XS12556,California,F,College,368309.99%,0.0,101.0,1/0/00,Corporate Auto,Sports Car,564.466556,ZR40902,Oregon,F,Bachelor,420927.93%,26435.0,111.0,1/1/00,1012.249308,Corporate Auto,Four-Door Car,PD82395,Arizona,8649.997286,Bachelor,F,0,115,0,Special Auto,824.597262,Four-Door Car
ZU73588,California,M,College,598977.39%,66839.0,154.0,1/0/00,Personal Auto,Sports Car,739.2,PO89542,Oregon,F,Bachelor,500980.89%,0.0,68.0,1/0/00,326.4,Personal Auto,Four-Door Car,NW23827,California,4652.91278,College,F,0,63,0,Personal Auto,151.231247,Four-Door Car
WT43034,California,F,High School or Below,1250084.30%,0.0,165.0,1/0/00,Personal Auto,SUV,792.0,FX57380,California,F,Bachelor,521751.33%,39854.0,66.0,1/0/00,261.930545,Personal Auto,Two-Door Car,GG61186,Nevada,8395.806331,Doctor,F,0,110,0,Personal Auto,161.092415,Four-Door Car
VM13430,Oregon,F,Bachelor,860915.82%,79090.0,107.0,1/0/00,Corporate Auto,SUV,289.040734,NM22175,Oregon,M,College,1149033.62%,0.0,161.0,1/0/00,1052.933035,Personal Auto,SUV,TB31268,Arizona,8804.53711,College,F,48990,74,0,Personal Auto,355.2,Four-Door Car
TC78849,Oregon,M,Bachelor,249745.51%,24825.0,64.0,1/0/00,Personal Auto,Two-Door Car,155.938593,BC97773,Nevada,F,Master,286454.40%,91368.0,71.0,1/0/00,395.328407,Personal Auto,Four-Door Car,SX98462,Oregon,7155.337765,College,M,16916,64,0,Personal Auto,377.512951,Four-Door Car
VC34764,California,M,College,701917.72%,26806.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.4,MN34012,Arizona,M,Bachelor,840391.02%,0.0,115.0,1/0/00,552.0,Personal Auto,SUV,OL82456,Oregon,3954.344534,Bachelor,M,18375,103,0,Personal Auto,535.080276,Sports Car
WO90953,Oregon,F,College,538792.63%,56835.0,67.0,1/0/00,Personal Auto,Two-Door Car,326.549425,KY29506,California,F,College,2039596.88%,92850.0,104.0,1/1/00,499.2,Personal Auto,Four-Door Car,DN14211,Oregon,15032.9003,College,M,17150,65,0,Personal Auto,689.800891,Two-Door Car
IU47468,Oregon,F,Bachelor,616555.75%,0.0,88.0,1/0/00,Special Auto,Two-Door Car,653.65668,VU84949,Washington,F,Bachelors,529263.25%,0.0,70.0,1/0/00,336.0,Personal Auto,Two-Door Car,ZG12619,Washington,8257.666512,Bachelor,F,23815,73,0,Personal Auto,424.330166,Four-Door Car
KO46064,California,M,Bachelor,273020.29%,46135.0,69.0,1/0/00,Personal Auto,Four-Door Car,103.935601,HC20975,Arizona,M,Bachelor,1672777.19%,30915.0,72.0,1/2/00,345.6,Personal Auto,Four-Door Car,VH31071,Arizona,9256.918609,College,F,21947,118,0,Personal Auto,566.4,SUV
RB34917,Arizona,F,Bachelor,516211.69%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,809.532341,IF87079,Arizona,F,Master,580112.83%,48927.0,72.0,1/0/00,139.354893,Personal Auto,Four-Door Car,SP36555,Arizona,6507.751779,Bachelor,M,0,97,0,Personal Auto,863.219668,Four-Door Car
BI38192,Oregon,F,High School or Below,793706.48%,22862.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6,EP18940,Oregon,F,Bachelor,947297.38%,0.0,86.0,1/0/00,412.8,Personal Auto,Four-Door Car,ME83611,Nevada,2530.705137,Bachelor,F,89451,63,0,Personal Auto,61.769564,Four-Door Car
PU18983,Oregon,F,High School or Below,860815.72%,21450.0,110.0,1/2/00,Personal Auto,Sports Car,528.0,SB44003,Arizona,F,College,1048491.54%,61108.0,89.0,1/0/00,49.451117,Personal Auto,Four-Door Car,PH85036,Washington,5482.549359,Bachelor,F,79325,68,0,Corporate Auto,251.294821,Four-Door Car
SW79912,Oregon,M,Bachelor,263254.58%,95854.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0,MK15785,Nevada,M,Master,438731.09%,48015.0,110.0,1/0/00,528.0,Corporate Auto,Sports Car,PE54870,Oregon,4050.506193,College,M,88454,101,0,Personal Auto,308.749796,SUV
ES39217,Oregon,F,Bachelor,778500.42%,44897.0,99.0,1/1/00,Personal Auto,Four-Door Car,580.72531,VP89545,Arizona,M,College,452288.35%,0.0,61.0,1/0/00,292.8,Personal Auto,Four-Door Car,DT52189,California,6326.679236,High School or Below,F,0,87,0,Personal Auto,417.6,Four-Door Car
KP72427,Washington,M,High School or Below,2163983.86%,64455.0,108.0,1/0/00,Personal Auto,SUV,133.735395,HJ58678,Nevada,F,College,541815.21%,57587.0,68.0,1/0/00,257.090387,Personal Auto,Four-Door Car,XN48526,California,2627.76229,College,F,20943,69,0,Personal Auto,240.00056,Four-Door Car
PR53785,Arizona,F,High School or Below,745723.78%,0.0,198.0,1/1/00,Personal Auto,Luxury Car,1577.674417,IA52178,Arizona,F,College,1578529.69%,81119.0,196.0,1/0/00,940.8,Corporate Auto,SUV,JC98569,Oregon,6314.579645,College,F,54408,79,0,Personal Auto,288.329793,Four-Door Car
XF57481,Washington,M,Master,1064093.93%,50450.0,90.0,1/0/00,Personal Auto,Two-Door Car,135.892444,WC42895,California,F,Bachelor,2211039.80%,65724.0,70.0,1/0/00,14.518312,Personal Auto,Four-Door Car,BG48083,Nevada,6386.278164,Bachelor,F,23751,82,1,Personal Auto,586.921708,Two-Door Car
CN90378,California,F,High School or Below,686250.83%,54780.0,88.0,1/3/00,Personal Auto,Four-Door Car,135.26125,JP41935,Washington,M,High School or Below,1359619.97%,20128.0,70.0,1/2/00,336.0,Personal Auto,Four-Door Car,PD19551,California,2537.969253,Bachelor,F,37612,64,0,Personal Auto,307.2,Four-Door Car
KI56154,Nevada,M,High School or Below,904898.34%,0.0,119.0,1/0/00,Personal Auto,Sports Car,571.2,YM77369,Oregon,M,High School or Below,475612.62%,56146.0,119.0,1/0/00,401.785805,Corporate Auto,Four-Door Car,BJ13380,Oregon,5335.375586,Bachelor,F,91603,69,2,Personal Auto,472.67262,Four-Door Car
UI55951,California,M,Bachelor,554803.19%,67798.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,WV15213,California,M,Bachelor,244705.31%,84658.0,62.0,1/0/00,44.780402,Personal Auto,Four-Door Car,HY25004,Arizona,4549.079221,High School or Below,F,0,62,0,Personal Auto,639.758314,Two-Door Car
FF28650,Oregon,M,Bachelor,831268.16%,21442.0,118.0,1/0/00,Personal Auto,SUV,566.4,GX37592,Nevada,F,College,567592.33%,33257.0,72.0,1/1/00,345.6,Personal Auto,Four-Door Car,WF50693,Oregon,4836.21886,High School or Below,M,16450,128,0,Corporate Auto,871.484565,SUV
FS55302,California,M,Bachelor,238998.10%,27615.0,62.0,1/1/00,Personal Auto,Four-Door Car,297.6,VM34210,Washington,F,College,739903.21%,0.0,101.0,1/0/00,337.617149,Personal Auto,SUV,MA45099,Oregon,6478.801192,Bachelor,M,50864,83,1,Corporate Auto,158.362972,Four-Door Car
TN79487,California,M,Bachelor,445811.34%,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0,YJ59924,Oregon,M,College,730843.39%,31115.0,92.0,1/0/00,441.6,Personal Auto,Four-Door Car,ZC69696,Arizona,35440.14262,College,F,74560,110,0,Personal Auto,528.0,SUV
HG32616,Nevada,M,High School or Below,529574.17%,50200.0,135.0,1/0/00,Personal Auto,Sports Car,637.063458,OO35641,Oregon,F,College,3287174.78%,78487.0,117.0,1/0/00,448.255019,Personal Auto,SUV,VO43359,California,2404.380963,High School or Below,M,62488,62,2,Personal Auto,200.689331,Four-Door Car
UK41984,Arizona,F,Doctor,383960.61%,0.0,112.0,1/2/00,Personal Auto,SUV,537.6,EU54076,Oregon,M,Bachelor,522892.01%,92472.0,65.0,1/0/00,240.221415,Corporate Auto,Four-Door Car,OM63954,California,9264.565015,Bachelor,F,55837,117,0,Personal Auto,741.867506,Two-Door Car
LZ52266,California,F,High School or Below,373150.46%,0.0,96.0,1/0/00,Personal Auto,Four-Door Car,460.8,QH56750,Arizona,M,High School or Below,2070086.45%,0.0,64.0,1/0/00,460.8,Personal Auto,Four-Door Car,GV71044,Oregon,2433.024631,College,F,0,66,0,Personal Auto,475.2,Two-Door Car
PM27367,California,F,Master,277890.37%,73570.0,70.0,1/1/00,Special Auto,Two-Door Car,75.936096,PQ27923,Washington,M,Master,633303.08%,71737.0,79.0,1/0/00,338.79562,Personal Auto,Two-Door Car,TM79451,California,5367.089817,College,F,97742,67,0,Personal Auto,67.648392,Four-Door Car
ZK21724,Oregon,F,High School or Below,401654.20%,0.0,111.0,1/0/00,Personal Auto,SUV,799.2,ES16126,California,M,College,433038.60%,60475.0,107.0,1/0/00,513.6,Personal Auto,Four-Door Car,PA84292,Oregon,2452.360892,Bachelor,F,0,69,0,Personal Auto,496.8,Four-Door Car
BH35482,Washington,M,Doctor,493094.93%,70412.0,61.0,1/0/00,Corporate Auto,Two-Door Car,136.291083,PG42834,Arizona,F,Bachelor,629273.54%,26577.0,79.0,1/0/00,73.719521,Personal Auto,Four-Door Car,QX67584,Nevada,8646.504109,High School or Below,F,64125,108,0,Personal Auto,369.818708,SUV
QE22757,Nevada,M,Doctor,249131.70%,36631.0,62.0,1/0/00,Personal Auto,Four-Door Car,67.530904,OY44814,Arizona,M,High School or Below,491788.96%,0.0,71.0,1/0/00,511.2,Personal Auto,Two-Door Car,JK90180,Arizona,4340.086445,College,M,0,62,0,Personal Auto,446.4,Four-Door Car
ON77649,Oregon,F,College,290887.59%,35895.0,73.0,1/0/00,Personal Auto,Four-Door Car,312.921256,JI97190,California,M,High School or Below,516581.00%,43461.0,64.0,1/0/00,307.2,Personal Auto,Two-Door Car,BH35482,Washington,4930.949334,Doctor,M,70412,61,0,Corporate Auto,136.291083,Two-Door Car
RN82884,Arizona,F,College,428294.80%,40864.0,109.0,1/1/00,Personal Auto,SUV,166.937747,ZK61113,Oregon,M,High School or Below,629159.00%,0.0,94.0,1/0/00,676.8,Personal Auto,Two-Door Car,VU84949,Washington,5292.632491,Bachelor,F,0,70,0,Personal Auto,336.0,Two-Door Car
CQ75652,Oregon,M,College,834162.37%,0.0,118.0,1/0/00,Personal Auto,Four-Door Car,566.4,MU88116,Oregon,F,Master,458267.42%,69085.0,113.0,1/0/00,472.271907,Corporate Auto,Sports Car,SF46129,California,8986.610653,High School or Below,M,66267,111,0,Personal Auto,1093.708851,Four-Door Car
FF58467,Arizona,F,Master,509078.13%,93018.0,63.0,1/0/00,Personal Auto,Four-Door Car,135.382194,TP61305,California,M,High School or Below,606244.16%,0.0,84.0,1/0/00,604.8,Personal Auto,Four-Door Car,OH35544,Nevada,5619.967791,College,F,0,82,0,Corporate Auto,863.935307,Four-Door Car
BS83666,Oregon,M,Bachelor,736618.83%,70014.0,62.0,1/0/00,Corporate Auto,Four-Door Car,17.742954,ZY20779,Washington,M,High School or Below,497907.99%,0.0,71.0,1/0/00,340.8,Personal Auto,Two-Door Car,ZF82387,Oregon,10340.45566,High School or Below,M,40882,89,0,Corporate Auto,393.637436,Two-Door Car
WO29605,Oregon,F,College,243687.51%,48875.0,61.0,1/0/00,Personal Auto,Two-Door Car,1.838367,KP65334,California,F,College,583056.14%,0.0,77.0,1/0/00,783.431945,Corporate Auto,Four-Door Car,MD40054,Oregon,6369.262355,High School or Below,M,34498,83,0,Personal Auto,398.4,Two-Door Car
TL77607,California,M,Bachelor,885268.87%,67969.0,74.0,1/0/00,Personal Auto,Four-Door Car,197.776009,OH15677,California,M,High School or Below,374257.91%,0.0,110.0,1/1/00,1272.546918,Personal Auto,Sports Car,LE96510,Oregon,2767.5949,High School or Below,F,0,74,0,Personal Auto,355.2,Four-Door Car
EZ50606,Oregon,F,High School or Below,2387547.68%,0.0,108.0,1/0/00,Corporate Auto,SUV,612.102262,HB53755,Oregon,F,High School or Below,384959.67%,0.0,106.0,1/0/00,763.2,Personal Auto,Sports Car,MC11907,California,4831.421687,High School or Below,F,23228,64,1,Corporate Auto,307.2,Four-Door Car
OS39723,Oregon,F,Doctor,560049.65%,68665.0,69.0,1/0/00,Personal Auto,Two-Door Car,331.2,UF77079,Arizona,F,High School or Below,1526581.49%,58361.0,95.0,1/0/00,43.599861,Personal Auto,Four-Door Car,DA57177,Oregon,4282.947971,College,F,40864,109,1,Personal Auto,166.937747,SUV
FN69743,California,M,College,463654.65%,26802.0,66.0,1/1/00,Corporate Auto,Two-Door Car,316.8,TD20252,Arizona,M,College,531780.72%,74092.0,67.0,1/0/00,321.6,Personal Auto,Four-Door Car,SU77646,Oregon,5718.276608,Master,M,46133,73,0,Personal Auto,19.626306,Four-Door Car
XW96958,Nevada,M,High School or Below,757334.51%,0.0,110.0,1/0/00,Corporate Auto,Four-Door Car,1193.036154,TH68362,California,F,College,237480.92%,0.0,64.0,1/0/00,380.822087,Corporate Auto,Four-Door Car,YZ19736,Arizona,2580.849899,College,M,46900,66,0,Personal Auto,316.8,Four-Door Car
TU92578,California,M,College,1469663.55%,45345.0,125.0,1/0/00,Personal Auto,SUV,600.0,TO34442,Washington,M,College,553286.33%,59768.0,71.0,1/1/00,340.8,Personal Auto,Four-Door Car,JZ69749,Washington,6481.382268,High School or Below,F,0,92,0,Personal Auto,441.6,Four-Door Car
TL43709,Washington,M,Bachelors,897214.03%,89689.0,74.0,1/0/00,Personal Auto,Four-Door Car,136.829537,MP96373,Washington,M,Master,571978.57%,54585.0,7575.0,1/1/00,340.8,Personal Auto,Two-Door Car,BJ22117,Washington,5133.414764,Master,M,53390,64,0,Personal Auto,278.999409,Four-Door Car
YE68736,California,F,Bachelor,772484.01%,32051.0,193.0,1/1/00,Personal Auto,SUV,926.4,CV72453,Oregon,F,High School or Below,451220.44%,0.0,125.0,1/0/00,900.0,Corporate Auto,SUV,UQ60825,California,9369.639891,College,F,99185,115,0,Corporate Auto,449.428182,SUV
OB96537,Oregon,M,Master,594667.07%,81139.0,74.0,1/0/00,Special Auto,Four-Door Car,392.6364,OY92520,California,F,Bachelor,726480.39%,12075.0,94.0,1/0/00,451.2,Personal Auto,Four-Door Car,ZZ89380,Oregon,3196.578455,Bachelor,F,62815,80,0,Special Auto,47.061469,Two-Door Car
EU68825,Oregon,F,Master,800054.51%,63834.0,100.0,1/1/00,Personal Auto,Sports Car,215.226476,UY95530,California,M,College,865886.38%,62464.0,109.0,1/0/00,400.181882,Personal Auto,Sports Car,LU87443,Oregon,4720.608872,College,F,26277,61,0,Personal Auto,292.8,Four-Door Car
CC31456,Arizona,M,Bachelor,645756.10%,37548.0,81.0,1/0/00,Special Auto,Four-Door Car,160.598662,FB84235,Oregon,M,College,549894.07%,22520.0,73.0,1/0/00,350.4,Personal Auto,Four-Door Car,DG33206,Washington,8861.900439,Doctor,F,41854,110,0,Personal Auto,481.269644,Four-Door Car
DJ77787,Arizona,F,High School or Below,728144.01%,0.0,69.0,1/3/00,Personal Auto,Four-Door Car,371.803029,MJ14480,Arizona,F,High School or Below,559938.29%,35012.0,72.0,1/0/00,345.6,Personal Auto,Four-Door Car,AB98823,Arizona,6032.737631,College,M,0,86,0,Personal Auto,412.8,Two-Door Car
LN26837,California,M,High School or Below,259243.78%,72421.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0,KW81128,Arizona,F,College,1522819.87%,95140.0,126.0,1/0/00,45.049185,Personal Auto,Sports Car,MS34991,Arizona,6832.36853,High School or Below,M,66627,85,0,Personal Auto,733.21126,Four-Door Car
YI92916,Nevada,M,Master,467842.34%,83102.0,116.0,1/0/00,Corporate Auto,Four-Door Car,443.670399,DQ98402,Nevada,F,High School or Below,364483.36%,82477.0,90.0,1/0/00,432.0,Corporate Auto,Two-Door Car,EE53627,Oregon,2242.090803,High School or Below,M,12131,64,1,Personal Auto,251.44949,Four-Door Car
NW54906,Oregon,M,College,1386992.71%,28432.0,118.0,1/0/00,Personal Auto,SUV,612.300581,WN53966,California,M,Master,369344.08%,85871.0,92.0,1/1/00,112.633539,Personal Auto,Four-Door Car,XY39691,Arizona,4157.698118,High School or Below,F,0,110,0,Personal Auto,528.0,SUV
ME77513,Nevada,F,Master,871777.78%,83707.0,108.0,1/0/00,Corporate Auto,Four-Door Car,290.391526,QK69627,Washington,F,High School or Below,938816.29%,75264.0,78.0,1/0/00,343.340301,Personal Auto,Four-Door Car,ZU96776,California,6189.122455,Bachelor,M,0,90,0,Personal Auto,648.0,Two-Door Car
UK76891,California,F,College,523398.68%,63259.0,65.0,1/0/00,Corporate Auto,Four-Door Car,316.795337,QC55306,Washington,M,High School or Below,3116269.33%,83170.0,97.0,1/0/00,344.118069,Personal Auto,Four-Door Car,FF84784,California,5643.724704,College,M,33317,72,1,Personal Auto,345.6,Two-Door Car
SI26888,Nevada,F,High School or Below,476418.97%,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,405.527937,WV79842,California,M,High School or Below,928373.78%,24314.0,235.0,1/0/00,1128.0,Personal Auto,Luxury SUV,QT90140,Arizona,5332.462694,Doctor,F,68931,66,0,Personal Auto,309.577946,Four-Door Car
YD74948,Oregon,F,College,247246.92%,63860.0,62.0,1/0/00,Personal Auto,Four-Door Car,208.598246,DF40318,Oregon,M,Master,255122.67%,79751.0,63.0,1/0/00,392.235698,Corporate Auto,Two-Door Car,TO71844,Oregon,2121.313061,College,M,0,67,1,Personal Auto,321.6,Four-Door Car
HB64268,Washington,M,Bachelor,281369.26%,43836.0,73.0,1/0/00,Personal Auto,Four-Door Car,138.130879,TN90661,Nevada,M,High School or Below,581191.81%,83318.0,72.0,1/0/00,345.6,Corporate Auto,Four-Door Car,HV69023,California,8281.740124,High School or Below,F,19189,108,0,Personal Auto,518.4,SUV
BW52697,California,F,College,550505.70%,86132.0,68.0,1/0/00,Personal Auto,Two-Door Car,301.437365,ZU88029,Oregon,F,Master,406467.06%,26161.0,109.0,1/0/00,594.444586,Personal Auto,Sports Car,RE32481,California,7835.929299,Master,F,49390,195,0,Personal Auto,738.05105,Luxury Car
NL41409,Oregon,F,Bachelor,260620.85%,28519.0,66.0,1/0/00,Personal Auto,Two-Door Car,456.473115,TQ88221,California,F,Bachelor,284144.31%,30473.0,72.0,1/0/00,450.080101,Corporate Auto,Four-Door Car,CA79988,Oregon,2552.913868,College,M,33124,67,0,Personal Auto,80.119997,Four-Door Car
OD69005,Arizona,F,High School or Below,1048194.38%,39102.0,88.0,1/0/00,Personal Auto,Four-Door Car,152.338562,KH34667,Nevada,M,College,683213.39%,50472.0,87.0,1/0/00,281.163705,Corporate Auto,Four-Door Car,DO48071,California,2795.410029,College,F,40516,70,0,Personal Auto,137.168874,Two-Door Car
ZZ91716,California,F,Bachelor,325676.64%,0.0,89.0,1/0/00,Personal Auto,Four-Door Car,491.755368,HW54198,Nevada,M,Master,520197.14%,94186.0,64.0,1/0/00,135.340489,Personal Auto,Four-Door Car,MW48891,Washington,8007.399376,High School or Below,F,0,112,0,Personal Auto,537.6,Sports Car
UK70255,California,F,College,3047578.05%,97298.0,128.0,1/0/00,Personal Auto,Sports Car,48.517439,GZ79662,Arizona,M,High School or Below,548458.82%,47611.0,69.0,1/0/00,593.654484,Corporate Auto,Four-Door Car,JC37277,Oregon,6886.324494,College,M,34615,87,0,Personal Auto,417.6,Four-Door Car
QT25383,Nevada,M,High School or Below,636490.22%,41986.0,84.0,1/2/00,Personal Auto,Two-Door Car,430.375049,YA11342,California,M,High School or Below,767268.14%,0.0,103.0,1/0/00,518.720216,Personal Auto,Four-Door Car,YU80673,California,5106.781547,College,F,29894,72,4,Personal Auto,16.510134,Four-Door Car
AW18068,Arizona,M,High School or Below,946850.93%,0.0,88.0,1/0/00,Personal Auto,Two-Door Car,633.6,ZW18871,Oregon,M,High School or Below,827248.54%,91245.0,69.0,1/0/00,19.251693,Corporate Auto,Four-Door Car,BV69462,Oregon,5612.375586,Bachelor,F,0,79,0,Corporate Auto,379.2,Two-Door Car
NS45347,Oregon,F,College,563145.19%,17291.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,QZ17137,Arizona,F,High School or Below,333067.28%,45944.0,83.0,1/0/00,182.948495,Personal Auto,Two-Door Car,DW86238,Washington,5658.912313,High School or Below,M,0,84,0,Personal Auto,847.490817,Four-Door Car
FV19421,California,M,Bachelor,778099.93%,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,246.489123,UV53712,California,F,College,556245.64%,59649.0,69.0,1/1/00,167.738267,Personal Auto,Four-Door Car,BQ51616,Oregon,7263.599744,High School or Below,F,86732,180,0,Personal Auto,204.373113,Luxury SUV
XW89091,California,M,College,981652.83%,37256.0,62.0,1/0/00,Personal Auto,Four-Door Car,128.969729,SJ43436,Oregon,F,Bachelor,245273.86%,52785.0,61.0,1/0/00,45.721456,Corporate Auto,Two-Door Car,XX89213,Nevada,8712.157741,Master,F,68516,216,0,Corporate Auto,95.693949,Luxury SUV
YC11951,Oregon,M,High School or Below,751913.36%,96306.0,95.0,1/1/00,Corporate Auto,Four-Door Car,185.355353,VW46878,Oregon,F,High School or Below,792028.29%,59648.0,66.0,1/0/00,316.8,Personal Auto,Four-Door Car,JC96695,California,9198.685111,Doctor,M,31562,115,0,Personal Auto,552.0,SUV
UY18770,California,F,Bachelor,1017971.70%,14290.0,271.0,1/0/00,Personal Auto,Luxury SUV,1300.8,TW91179,Oregon,F,College,386148.63%,93272.0,95.0,1/0/00,281.110788,Corporate Auto,Four-Door Car,RN55306,Oregon,5162.370678,High School or Below,F,0,74,0,Personal Auto,582.420512,Four-Door Car
RA49085,California,F,College,277283.92%,37038.0,71.0,1/1/00,Corporate Auto,Four-Door Car,9.071305,LG19551,Arizona,M,Bachelor,576478.42%,22134.0,72.0,1/0/00,445.879224,Corporate Auto,Four-Door Car,WH36609,Arizona,6289.946999,Bachelor,F,24477,79,0,Personal Auto,379.2,Four-Door Car
BG84194,Oregon,M,College,403750.18%,90760.0,103.0,1/2/00,Special Auto,SUV,133.475315,AI49712,Washington,F,High School or Below,259389.79%,0.0,72.0,1/0/00,345.6,Personal Auto,Four-Door Car,UO43395,Oregon,3649.708655,Master,M,0,100,0,Personal Auto,480.0,SUV
PT64580,Washington,M,Master,419196.61%,77048.0,103.0,1/0/00,Personal Auto,SUV,141.199465,WN14473,Arizona,M,Master,288235.06%,87798.0,71.0,1/0/00,204.448708,Personal Auto,Two-Door Car,DS32060,California,6766.558551,College,M,20046,87,0,Personal Auto,417.6,Two-Door Car
MR67738,Oregon,F,High School or Below,267686.79%,54480.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,WH62198,California,M,Bachelor,221318.79%,0.0,63.0,1/0/00,305.552429,Personal Auto,Four-Door Car,LK51056,Arizona,4631.011293,Bachelor,M,78152,114,0,Corporate Auto,547.2,SUV
DM95829,California,M,College,252395.96%,16244.0,68.0,1/0/00,Personal Auto,Two-Door Car,623.223617,SP85148,California,F,Master,942962.94%,43811.0,117.0,1/0/00,571.136574,Personal Auto,Sports Car,PX71218,Arizona,6810.52531,Bachelor,M,0,65,0,Personal Auto,733.522405,Four-Door Car
DB75522,California,F,College,698840.16%,22436.0,89.0,1/0/00,Special Auto,Four-Door Car,427.2,FB49203,California,F,College,623925.75%,0.0,91.0,1/0/00,655.2,Corporate Auto,Two-Door Car,NS19456,Oregon,9378.634228,College,F,36067,117,0,Personal Auto,561.6,Sports Car
LM34525,Washington,F,College,874205.78%,71592.0,72.0,1/0/00,Personal Auto,Four-Door Car,141.725051,FF94341,Nevada,F,Bachelor,766880.96%,92456.0,95.0,1/0/00,456.0,Special Auto,Four-Door Car,MR60878,Oregon,15762.53198,Bachelor,F,44362,66,0,Corporate Auto,142.113373,Four-Door Car
WW30771,Arizona,M,Master,267331.96%,28728.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,TS42594,California,F,High School or Below,1377097.62%,59207.0,116.0,1/0/00,556.8,Personal Auto,Four-Door Car,MB32944,Nevada,2635.505781,Master,M,77350,66,0,Personal Auto,316.8,Four-Door Car
QP65569,Arizona,M,High School or Below,1215732.99%,57449.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4,IL43607,California,F,High School or Below,274284.43%,64519.0,69.0,1/1/00,331.2,Corporate Auto,Four-Door Car,FE70473,Oregon,5741.72743,College,F,86641,71,0,Personal Auto,161.752532,Two-Door Car
TN50051,California,F,Doctor,295776.40%,83318.0,73.0,1/0/00,Personal Auto,Two-Door Car,211.336937,FL85008,Oregon,F,High School or Below,1346692.07%,11432.0,119.0,1/0/00,571.2,Personal Auto,SUV,XB64251,Oregon,8414.942855,College,M,72258,105,0,Personal Auto,12.497538,SUV
UO86707,Washington,M,Bachelors,717390.94%,75217.0,61.0,1/1/00,Personal Auto,Four-Door Car,147.080303,AN47199,Nevada,F,College,885835.20%,0.0,80.0,1/0/00,81.255741,Personal Auto,Two-Door Car,WI38796,Oregon,9123.911266,Bachelor,M,70737,114,0,Corporate Auto,741.655597,SUV
